"Time period","Coal","Nuclear","CCGT","Hydro","Geothermal","Diesel"
"t458",0.00,11170.00,10636.40,703.20,0.00,0.00
"t459",0.00,11170.00,10951.40,703.20,0.00,0.00
"t460",0.00,11170.00,11276.00,703.20,0.00,0.00
"t461",0.00,11170.00,11689.20,703.20,0.00,0.00
"t462",0.00,11170.00,12650.80,703.20,0.00,0.00
"t463",0.00,11170.00,14034.60,703.20,0.00,0.00
"t464",0.00,11170.00,15218.20,703.20,0.00,0.00
"t465",0.00,11170.00,15259.20,703.20,0.00,0.00
"t466",0.00,11170.00,13309.40,703.20,0.00,0.00
"t467",0.00,11170.00,11299.80,703.20,0.00,0.00
"t468",0.00,11170.00,9760.20,703.20,0.00,0.00
"t469",0.00,11170.00,7963.90,703.20,0.00,0.00
"t470",0.00,11170.00,4374.60,703.20,0.00,0.00
"t471",0.00,11170.00,2012.10,703.20,0.00,0.00
"t472",0.00,11170.00,0.00,703.20,0.00,0.00
"t473",0.00,10758.00,0.00,703.20,0.00,0.00
"t474",0.00,11170.00,0.00,703.20,0.00,0.00
"t475",0.00,11170.00,1494.50,703.20,0.00,0.00
"t476",0.00,11170.00,2847.70,703.20,0.00,0.00
"t477",0.00,11170.00,5123.50,703.20,0.00,0.00
"t478",0.00,11170.00,6726.30,703.20,0.00,0.00
"t479",0.00,11170.00,7261.50,703.20,0.00,0.00
"t480",0.00,11170.00,6198.40,703.20,0.00,0.00
"t481",0.00,11170.00,6037.80,703.20,0.00,0.00
"t482",0.00,11170.00,6801.40,703.20,0.00,0.00
"t483",0.00,11170.00,8133.00,703.20,0.00,0.00
"t484",0.00,11170.00,9041.40,703.20,0.00,0.00
"t485",0.00,11170.00,9876.40,703.20,0.00,0.00
"t486",0.00,11170.00,10915.40,703.20,0.00,0.00
"t487",0.00,11170.00,12183.40,703.20,0.00,0.00
"t488",0.00,11170.00,13163.40,703.20,0.00,0.00
"t489",0.00,11170.00,13228.60,703.20,0.00,0.00
"t490",0.00,11170.00,11530.20,703.20,0.00,0.00
"t491",0.00,11170.00,9499.80,703.20,0.00,0.00
"t492",0.00,11170.00,8036.00,703.20,0.00,0.00
"t493",0.00,11170.00,7211.20,703.20,0.00,0.00
"t494",0.00,11170.00,5877.10,703.20,0.00,0.00
"t495",0.00,11170.00,2090.60,703.20,0.00,0.00
"t496",0.00,11170.00,0.00,703.20,0.00,0.00
"t497",0.00,11170.00,0.00,703.20,0.00,0.00
"t498",0.00,11170.00,763.20,703.20,0.00,0.00
"t499",0.00,11170.00,4457.40,703.20,0.00,0.00
"t500",0.00,11170.00,6450.10,703.20,0.00,0.00
"t501",0.00,11170.00,6214.10,703.20,0.00,0.00
"t502",0.00,11170.00,6149.30,703.20,0.00,0.00
"t503",0.00,11170.00,5395.10,703.20,0.00,0.00
"t504",0.00,11170.00,3817.40,703.20,0.00,0.00
"t505",0.00,11170.00,2363.00,703.20,0.00,0.00
"t506",0.00,11170.00,2421.20,703.20,0.00,0.00
"t507",0.00,11170.00,2860.40,703.20,0.00,0.00
"t508",0.00,11170.00,3416.00,703.20,0.00,0.00
"t509",0.00,11170.00,4517.40,703.20,0.00,0.00
"t510",0.00,11170.00,6890.20,703.20,0.00,0.00
"t511",0.00,11170.00,10369.60,703.20,0.00,0.00
"t512",0.00,11170.00,11951.40,703.20,0.00,0.00
"t513",0.00,11170.00,11521.20,703.20,0.00,0.00
"t514",0.00,11170.00,10437.80,703.20,0.00,0.00
"t515",0.00,11170.00,9384.80,703.20,0.00,0.00
"t516",0.00,11170.00,8270.20,703.20,0.00,0.00
"t517",0.00,11170.00,6822.20,703.20,0.00,0.00
"t518",0.00,11170.00,2740.50,703.20,0.00,0.00
"t519",0.00,11170.00,632.30,703.20,0.00,0.00
"t520",0.00,11170.00,0.00,703.20,0.00,0.00
"t521",0.00,11170.00,0.00,703.20,0.00,0.00
"t522",0.00,11170.00,1159.00,703.20,0.00,0.00
"t523",0.00,11170.00,2854.70,703.20,0.00,0.00
"t524",0.00,11170.00,3876.70,703.20,0.00,0.00
"t525",0.00,11170.00,5107.70,703.20,0.00,0.00
"t526",0.00,11170.00,6647.70,703.20,0.00,0.00
"t527",0.00,11170.00,7773.00,703.20,0.00,0.00
"t528",0.00,11170.00,6570.20,703.20,0.00,0.00
"t529",0.00,11170.00,5501.80,703.20,0.00,0.00
"t530",0.00,11170.00,4818.20,703.20,0.00,0.00
"t531",0.00,11170.00,4374.60,703.20,0.00,0.00
"t532",0.00,11170.00,4004.80,703.20,0.00,0.00
"t533",0.00,11170.00,4023.40,703.20,0.00,0.00
"t534",0.00,11170.00,5430.40,703.20,0.00,0.00
"t535",0.00,11170.00,7867.60,703.20,0.00,0.00
"t536",0.00,11170.00,9021.60,703.20,0.00,0.00
"t537",0.00,11170.00,8722.40,703.20,0.00,0.00
"t538",0.00,11170.00,8457.00,703.20,0.00,0.00
"t539",0.00,11170.00,8198.80,703.20,0.00,0.00
"t540",0.00,11170.00,7836.20,703.20,0.00,0.00
"t541",0.00,11170.00,7484.40,703.20,0.00,0.00
"t542",0.00,11170.00,5961.90,703.20,0.00,0.00
"t543",0.00,11170.00,3010.50,703.20,0.00,0.00
"t544",0.00,11170.00,326.20,703.20,0.00,0.00
"t545",0.00,11142.70,0.00,703.20,0.00,0.00
"t546",0.00,11170.00,0.00,703.20,0.00,0.00
"t547",0.00,11170.00,2964.50,703.20,0.00,0.00
"t548",0.00,11170.00,4565.90,703.20,0.00,0.00
"t549",0.00,11170.00,4991.90,703.20,0.00,0.00
"t550",0.00,11170.00,6653.40,703.20,0.00,0.00
"t551",0.00,11170.00,6235.00,703.20,0.00,0.00
"t552",0.00,11170.00,4784.20,703.20,0.00,0.00
"t553",0.00,11170.00,4180.40,703.20,0.00,0.00
"t554",0.00,11170.00,3911.20,703.20,0.00,0.00
"t555",0.00,11170.00,3762.00,703.20,0.00,0.00
"t556",0.00,11170.00,4145.40,703.20,0.00,0.00
"t557",0.00,11170.00,5585.60,703.20,0.00,0.00
"t558",0.00,11170.00,7724.20,703.20,0.00,0.00
"t559",0.00,11170.00,10968.60,703.20,0.00,0.00
"t560",0.00,11170.00,12164.80,703.20,0.00,0.00
"t561",0.00,11170.00,11125.80,703.20,0.00,0.00
"t562",0.00,11170.00,9176.20,703.20,0.00,0.00
"t563",0.00,11170.00,7976.80,703.20,0.00,0.00
"t564",0.00,11170.00,7231.80,703.20,0.00,0.00
"t565",0.00,11170.00,5983.70,703.20,0.00,0.00
"t566",0.00,11170.00,1956.00,703.20,0.00,0.00
"t567",0.00,11170.00,156.10,703.20,0.00,0.00
"t568",0.00,11170.00,0.00,703.20,0.00,0.00
"t569",0.00,11170.00,124.40,703.20,0.00,0.00
"t570",0.00,11170.00,2013.20,703.20,0.00,0.00
"t571",0.00,11170.00,4586.30,703.20,0.00,0.00
"t572",0.00,11170.00,5944.50,703.20,0.00,0.00
"t573",0.00,11170.00,7511.90,703.20,0.00,0.00
"t574",0.00,11170.00,9820.00,703.20,0.00,0.00
"t575",0.00,11170.00,11619.90,703.20,0.00,0.00
"t576",0.00,11170.00,10741.80,703.20,0.00,0.00
"t577",0.00,11170.00,10013.20,703.20,0.00,0.00
"t578",0.00,11170.00,9625.40,703.20,0.00,0.00
"t579",0.00,11170.00,9025.60,703.20,0.00,0.00
"t580",0.00,11170.00,9138.00,703.20,0.00,0.00
"t581",0.00,11170.00,10286.00,703.20,0.00,0.00
"t582",0.00,11170.00,12752.80,703.20,0.00,0.00
"t583",0.00,11170.00,16083.40,703.20,0.00,0.00
"t584",0.00,11170.00,17241.40,703.20,0.00,0.00
"t585",0.00,11170.00,16191.00,703.20,0.00,0.00
"t586",0.00,11170.00,13807.80,703.20,0.00,0.00
"t587",0.00,11170.00,11755.80,703.20,0.00,0.00
"t588",0.00,11170.00,9967.40,703.20,0.00,0.00
"t589",0.00,11170.00,8048.90,703.20,0.00,0.00
"t590",0.00,11170.00,4625.00,703.20,0.00,0.00
"t591",0.00,11170.00,1832.90,703.20,0.00,0.00
"t592",0.00,11170.00,251.10,703.20,0.00,0.00
"t593",0.00,10307.40,0.00,703.20,0.00,0.00
"t594",0.00,10831.60,0.00,703.20,0.00,0.00
"t595",0.00,11170.00,1958.00,703.20,0.00,0.00
"t596",0.00,11170.00,3869.90,703.20,0.00,0.00
"t597",0.00,11170.00,5622.80,703.20,0.00,0.00
"t598",0.00,11170.00,7648.20,703.20,0.00,0.00
"t599",0.00,11170.00,8754.60,703.20,0.00,0.00
"t600",0.00,11170.00,8123.20,703.20,0.00,0.00
"t601",0.00,11170.00,7753.40,703.20,0.00,0.00
"t602",0.00,11170.00,7895.40,703.20,0.00,0.00
"t603",0.00,11170.00,8298.60,703.20,0.00,0.00
"t604",0.00,11170.00,8765.40,703.20,0.00,0.00
"t605",0.00,11170.00,9832.20,703.20,0.00,0.00
"t606",0.00,11170.00,12011.20,703.20,0.00,0.00
"t607",0.00,11170.00,15360.00,703.20,0.00,0.00
"t608",0.00,11170.00,16902.20,703.20,0.00,0.00
"t609",0.00,11170.00,16442.80,703.20,0.00,0.00
"t610",0.00,11170.00,14438.60,703.20,0.00,0.00
"t611",0.00,11170.00,12545.00,703.20,0.00,0.00
"t612",0.00,11170.00,11360.20,703.20,0.00,0.00
"t613",0.00,11170.00,10020.70,703.20,0.00,0.00
"t614",0.00,11170.00,7202.90,703.20,0.00,0.00
"t615",0.00,11170.00,4232.10,703.20,0.00,0.00
"t616",0.00,11170.00,2806.80,703.20,0.00,0.00
"t617",0.00,11170.00,3401.20,703.20,0.00,0.00
"t618",0.00,11170.00,4584.20,703.20,0.00,0.00
"t619",0.00,11170.00,6579.10,703.20,0.00,0.00
"t620",0.00,11170.00,7788.20,703.20,0.00,0.00
"t621",0.00,11170.00,8480.30,703.20,0.00,0.00
"t622",0.00,11170.00,7970.20,703.20,0.00,0.00
"t623",0.00,11170.00,6825.70,703.20,0.00,0.00
"t624",0.00,11170.00,6250.20,703.20,0.00,0.00
"t625",0.00,11170.00,5893.40,703.20,0.00,0.00
"t626",0.00,11170.00,5954.00,703.20,0.00,0.00
"t627",0.00,11170.00,6026.60,703.20,0.00,0.00
"t628",0.00,11170.00,6318.40,703.20,0.00,0.00
"t629",0.00,11170.00,6825.60,703.20,0.00,0.00
"t630",0.00,11170.00,7532.00,703.20,0.00,0.00
"t631",0.00,11170.00,8660.60,703.20,0.00,0.00
"t632",0.00,11170.00,9551.60,703.20,0.00,0.00
"t633",0.00,11170.00,9752.00,703.20,0.00,0.00
"t634",0.00,11170.00,8480.20,703.20,0.00,0.00
"t635",0.00,11170.00,6939.00,703.20,0.00,0.00
"t636",0.00,11170.00,5615.60,703.20,0.00,0.00
"t637",0.00,11170.00,5165.80,703.20,0.00,0.00
"t638",0.00,11170.00,5037.70,703.20,0.00,0.00
"t639",0.00,11170.00,2610.70,703.20,0.00,0.00
"t640",0.00,11170.00,192.40,703.20,0.00,0.00
"t641",0.00,10931.20,0.00,703.20,0.00,0.00
"t642",0.00,11170.00,0.00,703.20,0.00,0.00
"t643",0.00,11170.00,1115.60,703.20,0.00,0.00
"t644",0.00,11170.00,2118.70,703.20,0.00,0.00
"t645",0.00,11170.00,3590.00,703.20,0.00,0.00
"t646",0.00,11170.00,4682.00,703.20,0.00,0.00
"t647",0.00,11170.00,4350.20,703.20,0.00,0.00
"t648",0.00,11170.00,2018.00,703.20,0.00,0.00
"t649",0.00,11170.00,339.60,703.20,0.00,0.00
"t650",0.00,11170.00,22.20,703.20,0.00,0.00
"t651",0.00,11170.00,105.60,703.20,0.00,0.00
"t652",0.00,11170.00,218.20,703.20,0.00,0.00
"t653",0.00,11170.00,631.40,703.20,0.00,0.00
"t654",0.00,11170.00,995.40,703.20,0.00,0.00
"t655",0.00,11170.00,1666.20,703.20,0.00,0.00
"t656",0.00,11170.00,2728.40,703.20,0.00,0.00
"t657",0.00,11170.00,3799.40,703.20,0.00,0.00
"t658",0.00,11170.00,4684.20,703.20,0.00,0.00
"t659",0.00,11170.00,4787.00,703.20,0.00,0.00
"t660",0.00,11170.00,4800.20,703.20,0.00,0.00
"t661",0.00,11170.00,5014.10,703.20,0.00,0.00
"t662",0.00,11170.00,4797.70,703.20,0.00,0.00
"t663",0.00,11170.00,4517.40,703.20,0.00,0.00
"t664",0.00,11170.00,4514.50,703.20,0.00,0.00
"t665",0.00,11170.00,4935.10,703.20,0.00,0.00
"t666",0.00,11170.00,6395.20,703.20,0.00,0.00
"t667",0.00,11170.00,7687.80,703.20,0.00,0.00
"t668",0.00,11170.00,7696.70,703.20,0.00,0.00
"t669",0.00,11170.00,7500.20,703.20,0.00,0.00
"t670",0.00,11170.00,7028.40,703.20,0.00,0.00
"t671",0.00,11170.00,5800.40,703.20,0.00,0.00
"t672",0.00,11170.00,4518.20,703.20,0.00,0.00
"t673",0.00,11170.00,3723.80,703.20,0.00,0.00
"t674",0.00,11170.00,3570.40,703.20,0.00,0.00
"t675",0.00,11170.00,3437.00,703.20,0.00,0.00
"t676",0.00,11170.00,3395.40,703.20,0.00,0.00
"t677",0.00,11170.00,3958.60,703.20,0.00,0.00
"t678",0.00,11170.00,5452.40,703.20,0.00,0.00
"t679",0.00,11170.00,7893.80,703.20,0.00,0.00
"t680",0.00,11170.00,9112.40,703.20,0.00,0.00
"t681",0.00,11170.00,8662.80,703.20,0.00,0.00
"t682",0.00,11170.00,8449.00,703.20,0.00,0.00
"t683",0.00,11170.00,8228.20,703.20,0.00,0.00
"t684",0.00,11170.00,7936.20,703.20,0.00,0.00
"t685",0.00,11170.00,7468.20,703.20,0.00,0.00
"t686",0.00,11170.00,6898.40,703.20,0.00,0.00
"t687",0.00,11170.00,6440.00,703.20,0.00,0.00
"t688",0.00,11170.00,6346.70,703.20,0.00,0.00
"t689",0.00,11170.00,7075.60,703.20,0.00,0.00
"t690",0.00,11170.00,8610.90,703.20,0.00,0.00
"t691",0.00,11170.00,9840.20,703.20,0.00,0.00
"t692",0.00,11170.00,11015.10,703.20,0.00,0.00
"t693",0.00,11170.00,12083.10,703.20,0.00,0.00
"t694",0.00,11170.00,12314.50,703.20,0.00,0.00
"t695",0.00,11170.00,11742.80,703.20,0.00,0.00
"t696",0.00,11170.00,10882.80,703.20,0.00,0.00
"t697",0.00,11170.00,10478.40,703.20,0.00,0.00
"t698",0.00,11170.00,10380.20,703.20,0.00,0.00
"t699",0.00,11170.00,10541.00,703.20,0.00,0.00
"t700",0.00,11170.00,11020.00,703.20,0.00,0.00
"t701",0.00,11170.00,11926.00,703.20,0.00,0.00
"t702",0.00,11170.00,13833.60,703.20,0.00,0.00
"t703",0.00,11170.00,16601.80,703.20,0.00,0.00
"t704",0.00,11170.00,17567.00,703.20,0.00,0.00
"t705",0.00,11170.00,16494.00,703.20,0.00,0.00
"t706",0.00,11170.00,14688.60,703.20,0.00,0.00
"t707",0.00,11170.00,13833.00,703.20,0.00,0.00
"t708",0.00,11170.00,12928.80,703.20,0.00,0.00
"t709",0.00,11170.00,11909.50,703.20,0.00,0.00
"t710",0.00,11170.00,9359.30,703.20,0.00,0.00
"t711",0.00,11170.00,6112.90,703.20,0.00,0.00
"t712",0.00,11170.00,4776.80,703.20,0.00,0.00
"t713",0.00,11170.00,5023.30,703.20,0.00,0.00
"t714",0.00,11170.00,7102.10,703.20,0.00,0.00
"t715",0.00,11170.00,10535.10,703.20,0.00,0.00
"t716",0.00,11170.00,12794.50,703.20,0.00,0.00
"t717",0.00,11170.00,15230.40,703.20,0.00,0.00
"t718",0.00,11170.00,16496.90,703.20,0.00,0.00
"t719",0.00,11170.00,16328.50,703.20,0.00,0.00
"t720",0.00,11170.00,15251.20,703.20,0.00,0.00
"t721",0.00,11170.00,14512.20,703.20,0.00,0.00
"t722",0.00,11170.00,14795.00,703.20,0.00,0.00
"t723",0.00,11170.00,15793.40,703.20,0.00,0.00
"t724",0.00,11170.00,16623.20,703.20,0.00,0.00
"t725",0.00,11170.00,17831.20,703.20,0.00,0.00
"t726",224.20,11170.00,19800.00,703.20,0.00,0.00
"t727",3359.20,11170.00,19800.00,703.20,0.00,0.00
"t728",4296.60,11170.00,19800.00,703.20,0.00,0.00
"t729",2647.40,11170.00,19800.00,703.20,0.00,0.00
"t730",0.00,11170.00,19341.00,703.20,0.00,0.00
"t731",0.00,11170.00,16402.20,703.20,0.00,0.00
"t732",0.00,11170.00,13797.60,703.20,0.00,0.00
"t733",0.00,11170.00,10942.40,703.20,0.00,0.00
"t734",0.00,11170.00,7850.30,703.20,0.00,0.00
"t735",0.00,11170.00,5274.00,703.20,0.00,0.00
"t736",0.00,11170.00,3797.90,703.20,0.00,0.00
"t737",0.00,11170.00,3671.50,703.20,0.00,0.00
"t738",0.00,11170.00,5154.00,703.20,0.00,0.00
"t739",0.00,11170.00,7907.40,703.20,0.00,0.00
"t740",0.00,11170.00,9459.00,703.20,0.00,0.00
"t741",0.00,11170.00,11149.10,703.20,0.00,0.00
"t742",0.00,11170.00,12773.30,703.20,0.00,0.00
"t743",0.00,11170.00,14000.40,703.20,0.00,0.00
"t744",0.00,11170.00,13148.60,703.20,0.00,0.00
"t745",0.00,11170.00,12165.80,1000.00,0.00,0.00
"t746",0.00,11170.00,11907.40,1000.00,0.00,0.00
"t747",0.00,11170.00,12021.80,1000.00,0.00,0.00
"t748",0.00,11170.00,12456.60,1000.00,0.00,0.00
"t749",0.00,11170.00,13320.00,1000.00,0.00,0.00
"t750",0.00,11170.00,15145.00,1000.00,0.00,0.00
"t751",0.00,11170.00,17790.40,1000.00,0.00,0.00
"t752",0.00,11170.00,18446.00,1000.00,0.00,0.00
"t753",0.00,11170.00,16817.00,1000.00,0.00,0.00
"t754",0.00,11170.00,14555.00,1000.00,0.00,0.00
"t755",0.00,11170.00,12753.80,1000.00,0.00,0.00
"t756",0.00,11170.00,11235.80,1000.00,0.00,0.00
"t757",0.00,11170.00,9871.00,1000.00,0.00,0.00
"t758",0.00,11170.00,8827.10,1000.00,0.00,0.00
"t759",0.00,11170.00,7626.00,1000.00,0.00,0.00
"t760",0.00,11170.00,6896.80,1000.00,0.00,0.00
"t761",0.00,11170.00,6698.70,1000.00,0.00,0.00
"t762",0.00,11170.00,7419.70,1000.00,0.00,0.00
"t763",0.00,11170.00,8279.00,1000.00,0.00,0.00
"t764",0.00,11170.00,8564.40,1000.00,0.00,0.00
"t765",0.00,11170.00,8895.40,1000.00,0.00,0.00
"t766",0.00,11170.00,8961.60,1000.00,0.00,0.00
"t767",0.00,11170.00,8444.20,1000.00,0.00,0.00
"t768",0.00,11170.00,7242.60,1000.00,0.00,0.00
"t769",0.00,11170.00,6380.80,1000.00,0.00,0.00
"t770",0.00,11170.00,5841.40,1000.00,0.00,0.00
"t771",0.00,11170.00,5317.60,1000.00,0.00,0.00
"t772",0.00,11170.00,4745.60,1000.00,0.00,0.00
"t773",0.00,11170.00,4668.20,1000.00,0.00,0.00
"t774",0.00,11170.00,6392.20,1000.00,0.00,0.00
"t775",0.00,11170.00,9445.80,1000.00,0.00,0.00
"t776",0.00,11170.00,11328.20,1000.00,0.00,0.00
"t777",0.00,11170.00,11553.40,1000.00,0.00,0.00
"t778",0.00,11170.00,11139.80,1000.00,0.00,0.00
"t779",0.00,11170.00,10507.00,1000.00,0.00,0.00
"t780",0.00,11170.00,9836.20,1000.00,0.00,0.00
"t781",0.00,11170.00,9490.40,1000.00,0.00,0.00
"t782",0.00,11170.00,8933.30,1000.00,0.00,0.00
"t783",0.00,11170.00,7923.90,1000.00,0.00,0.00
"t784",0.00,11170.00,6223.50,1000.00,0.00,0.00
"t785",0.00,11170.00,3601.90,1000.00,0.00,0.00
"t786",0.00,11170.00,4355.90,1000.00,0.00,0.00
"t787",0.00,11170.00,7198.10,1000.00,0.00,0.00
"t788",0.00,11170.00,9188.80,1000.00,0.00,0.00
"t789",0.00,11170.00,11891.10,1000.00,0.00,0.00
"t790",0.00,11170.00,13414.80,1000.00,0.00,0.00
"t791",0.00,11170.00,12659.20,1000.00,0.00,0.00
"t792",0.00,11170.00,11296.80,1000.00,0.00,0.00
"t793",0.00,11170.00,11216.20,1000.00,0.00,0.00
"t794",0.00,11170.00,11606.40,1000.00,0.00,0.00
"t795",0.00,11170.00,12339.80,1000.00,0.00,0.00
"t796",0.00,11170.00,13115.20,1000.00,0.00,0.00
"t797",0.00,11170.00,14112.20,1000.00,0.00,0.00
"t798",0.00,11170.00,15408.20,1000.00,0.00,0.00
"t799",0.00,11170.00,16612.60,1000.00,0.00,0.00
"t800",0.00,11170.00,17222.20,1000.00,0.00,0.00
"t801",0.00,11170.00,16953.40,1000.00,0.00,0.00
"t802",0.00,11170.00,15501.20,1000.00,0.00,0.00
"t803",0.00,11170.00,13279.80,1000.00,0.00,0.00
"t804",0.00,11170.00,11063.60,1000.00,0.00,0.00
"t805",0.00,11170.00,9088.50,1000.00,0.00,0.00
"t806",0.00,11170.00,6367.20,1000.00,0.00,0.00
"t807",0.00,11170.00,2362.50,1000.00,0.00,0.00
"t808",0.00,10241.10,0.00,1000.00,0.00,0.00
"t809",0.00,11021.00,0.00,1000.00,0.00,0.00
"t810",0.00,11170.00,3477.80,1000.00,0.00,0.00
"t811",0.00,11170.00,7695.90,1000.00,0.00,0.00
"t812",0.00,11170.00,8642.80,1000.00,0.00,0.00
"t813",0.00,11170.00,8481.80,1000.00,0.00,0.00
"t814",0.00,11170.00,9536.90,1000.00,0.00,0.00
"t815",0.00,11170.00,10367.50,1000.00,0.00,0.00
"t816",0.00,11170.00,9700.20,1000.00,0.00,0.00
"t817",0.00,11170.00,9191.40,1000.00,0.00,0.00
"t818",0.00,11170.00,8844.20,1000.00,0.00,0.00
"t819",0.00,11170.00,8574.40,1000.00,0.00,0.00
"t820",0.00,11170.00,8609.80,1000.00,0.00,0.00
"t821",0.00,11170.00,8775.60,1000.00,0.00,0.00
"t822",0.00,11170.00,9261.80,1000.00,0.00,0.00
"t823",0.00,11170.00,10086.20,1000.00,0.00,0.00
"t824",0.00,11170.00,11086.80,1000.00,0.00,0.00
"t825",0.00,11170.00,12215.40,1000.00,0.00,0.00
"t826",0.00,11170.00,13090.20,1000.00,0.00,0.00
"t827",0.00,11170.00,13062.00,1000.00,0.00,0.00
"t828",0.00,11170.00,12871.40,1000.00,0.00,0.00
"t829",0.00,11170.00,12569.00,1000.00,0.00,0.00
"t830",0.00,11170.00,10944.60,1000.00,0.00,0.00
"t831",0.00,11170.00,9117.90,1000.00,0.00,0.00
"t832",0.00,11170.00,8713.00,1000.00,0.00,0.00
"t833",0.00,11170.00,8515.50,1000.00,0.00,0.00
"t834",0.00,11170.00,9618.60,1000.00,0.00,0.00
"t835",0.00,11170.00,10633.30,1000.00,0.00,0.00
"t836",0.00,11170.00,10414.50,1000.00,0.00,0.00
"t837",0.00,11170.00,10150.60,1000.00,0.00,0.00
"t838",0.00,11170.00,9969.00,1000.00,0.00,0.00
"t839",0.00,11170.00,9403.90,1000.00,0.00,0.00
"t840",0.00,11170.00,8677.00,1000.00,0.00,0.00
"t841",0.00,11170.00,7881.80,1000.00,0.00,0.00
"t842",0.00,11170.00,7552.00,1000.00,0.00,0.00
"t843",0.00,11170.00,7679.20,1000.00,0.00,0.00
"t844",0.00,11170.00,7903.00,1000.00,0.00,0.00
"t845",0.00,11170.00,9025.80,1000.00,0.00,0.00
"t846",0.00,11170.00,11178.60,1000.00,0.00,0.00
"t847",0.00,11170.00,13869.00,1000.00,0.00,0.00
"t848",0.00,11170.00,14559.40,1000.00,0.00,0.00
"t849",0.00,11170.00,13320.00,1000.00,0.00,0.00
"t850",0.00,11170.00,11165.00,1000.00,0.00,0.00
"t851",0.00,11170.00,9527.40,1000.00,0.00,0.00
"t852",0.00,11170.00,8553.60,1000.00,0.00,0.00
"t853",0.00,11170.00,7540.70,1000.00,0.00,0.00
"t854",0.00,11170.00,5197.50,1000.00,0.00,0.00
"t855",0.00,11170.00,725.40,1000.00,0.00,0.00
"t856",0.00,11170.00,0.00,1000.00,0.00,0.00
"t857",0.00,11170.00,1676.40,1000.00,0.00,0.00
"t858",0.00,11170.00,3344.90,1000.00,0.00,0.00
"t859",0.00,11170.00,5283.50,1000.00,0.00,0.00
"t860",0.00,11170.00,5401.10,1000.00,0.00,0.00
"t861",0.00,11170.00,6258.40,1000.00,0.00,0.00
"t862",0.00,11170.00,8546.20,1000.00,0.00,0.00
"t863",0.00,11170.00,8983.90,1000.00,0.00,0.00
"t864",0.00,11170.00,8066.40,1000.00,0.00,0.00
"t865",0.00,11170.00,7711.20,1000.00,0.00,0.00
"t866",0.00,11170.00,8174.40,1000.00,0.00,0.00
"t867",0.00,11170.00,8474.20,1000.00,0.00,0.00
"t868",0.00,11170.00,8768.20,1000.00,0.00,0.00
"t869",0.00,11170.00,9192.20,1000.00,0.00,0.00
"t870",0.00,11170.00,11712.00,1000.00,0.00,0.00
"t871",0.00,11170.00,14485.60,1000.00,0.00,0.00
"t872",0.00,11170.00,15060.60,1000.00,0.00,0.00
"t873",0.00,11170.00,13643.60,1000.00,0.00,0.00
"t874",0.00,11170.00,11751.00,1000.00,0.00,0.00
"t875",0.00,11170.00,9877.80,1000.00,0.00,0.00
"t876",0.00,11170.00,8528.40,1000.00,0.00,0.00
"t877",0.00,11170.00,7133.10,1000.00,0.00,0.00
"t878",0.00,11170.00,4974.00,1000.00,0.00,0.00
"t879",0.00,11170.00,1719.80,1000.00,0.00,0.00
"t880",0.00,11170.00,1007.00,1000.00,0.00,0.00
"t881",0.00,11170.00,825.60,1000.00,0.00,0.00
"t882",0.00,11170.00,2322.00,1000.00,0.00,0.00
"t883",0.00,11170.00,4879.00,1000.00,0.00,0.00
"t884",0.00,11170.00,6015.90,1000.00,0.00,0.00
"t885",0.00,11170.00,6956.30,1000.00,0.00,0.00
"t886",0.00,11170.00,8432.60,1000.00,0.00,0.00
"t887",0.00,11170.00,8019.10,1000.00,0.00,0.00
"t888",0.00,11170.00,7045.20,1000.00,0.00,0.00
"t889",0.00,11170.00,6490.60,1000.00,0.00,0.00
"t890",0.00,11170.00,6179.00,1000.00,0.00,0.00
"t891",0.00,11170.00,6098.40,1000.00,0.00,0.00
"t892",0.00,11170.00,6105.80,1000.00,0.00,0.00
"t893",0.00,11170.00,6609.80,1000.00,0.00,0.00
"t894",0.00,11170.00,8323.40,1000.00,0.00,0.00
"t895",0.00,11170.00,10807.80,1000.00,0.00,0.00
"t896",0.00,11170.00,11489.40,1000.00,0.00,0.00
"t897",0.00,11170.00,11118.00,1000.00,0.00,0.00
"t898",0.00,11170.00,10585.40,1000.00,0.00,0.00
"t899",0.00,11170.00,10292.60,1000.00,0.00,0.00
"t900",0.00,11170.00,9826.60,1000.00,0.00,0.00
"t901",0.00,11170.00,8641.70,1000.00,0.00,0.00
"t902",0.00,11170.00,5917.10,1000.00,0.00,0.00
"t903",0.00,11170.00,3644.20,1000.00,0.00,0.00
"t904",0.00,11170.00,2368.50,1000.00,0.00,0.00
"t905",0.00,11170.00,2863.30,1000.00,0.00,0.00
"t906",0.00,11170.00,4115.20,1000.00,0.00,0.00
"t907",0.00,11170.00,5977.90,1000.00,0.00,0.00
"t908",0.00,11170.00,7531.40,1000.00,0.00,0.00
"t909",0.00,11170.00,8333.80,1000.00,0.00,0.00
"t910",0.00,11170.00,8233.40,1000.00,0.00,0.00
"t911",0.00,11170.00,7647.00,1000.00,0.00,0.00
"t912",0.00,11170.00,6539.00,1000.00,0.00,0.00
"t913",0.00,11170.00,5703.00,1000.00,0.00,0.00
"t914",0.00,11170.00,5076.40,1000.00,0.00,0.00
"t915",0.00,11170.00,4790.20,1000.00,0.00,0.00
"t916",0.00,11170.00,5248.80,1000.00,0.00,0.00
"t917",0.00,11170.00,6495.60,1000.00,0.00,0.00
