"Time period","Coal","Nuclear","CCGT","Hydro","Geothermal","Diesel"
"t4215",3650.24,11170.00,19800.00,699.66,0.00,0.00
"t4216",3019.24,11170.00,19800.00,699.66,0.00,0.00
"t4217",1585.94,11170.00,19800.00,699.66,0.00,0.00
"t4218",0.00,11170.00,18894.84,699.66,0.00,0.00
"t4219",0.00,11170.00,16363.64,699.66,0.00,0.00
"t4220",0.00,11170.00,14812.04,699.66,0.00,0.00
"t4221",0.00,11170.00,14065.44,699.66,0.00,0.00
"t4222",0.00,11170.00,12568.44,699.66,0.00,0.00
"t4223",0.00,11170.00,11346.54,699.66,0.00,0.00
"t4224",0.00,11170.00,10743.84,699.66,0.00,0.00
"t4225",0.00,11170.00,9248.54,699.66,0.00,0.00
"t4226",0.00,11170.00,7762.54,699.66,0.00,0.00
"t4227",0.00,11170.00,7087.54,699.66,0.00,0.00
"t4228",0.00,11170.00,7383.14,699.66,0.00,0.00
"t4229",0.00,11170.00,8427.14,699.66,0.00,0.00
"t4230",0.00,11170.00,9936.94,699.66,0.00,0.00
"t4231",0.00,11170.00,11464.14,699.66,0.00,0.00
"t4232",0.00,11170.00,12535.74,699.66,0.00,0.00
"t4233",0.00,11170.00,13625.74,699.66,0.00,0.00
"t4234",0.00,11170.00,15179.94,699.66,0.00,0.00
"t4235",0.00,11170.00,16828.34,699.66,0.00,0.00
"t4236",0.00,11170.00,18353.54,699.66,0.00,0.00
"t4237",0.00,11170.00,17561.14,699.66,0.00,0.00
"t4238",0.00,11170.00,17001.04,699.66,0.00,0.00
"t4239",0.00,11170.00,16446.74,699.66,0.00,0.00
"t4240",0.00,11170.00,15339.64,699.66,0.00,0.00
"t4241",0.00,11170.00,14312.34,699.66,0.00,0.00
"t4242",0.00,11170.00,13381.04,699.66,0.00,0.00
"t4243",0.00,11170.00,12704.84,699.66,0.00,0.00
"t4244",0.00,11170.00,12501.94,699.66,0.00,0.00
"t4245",0.00,11170.00,12691.54,699.66,0.00,0.00
"t4246",0.00,11170.00,12212.24,699.66,0.00,0.00
"t4247",0.00,11170.00,11189.24,699.66,0.00,0.00
"t4248",0.00,11170.00,10470.34,699.66,0.00,0.00
"t4249",0.00,11170.00,9704.34,699.66,0.00,0.00
"t4250",0.00,11170.00,8978.34,699.66,0.00,0.00
"t4251",0.00,11170.00,8534.34,699.66,0.00,0.00
"t4252",0.00,11170.00,8587.94,699.66,0.00,0.00
"t4253",0.00,11170.00,9323.74,699.66,0.00,0.00
"t4254",0.00,11170.00,10625.74,699.66,0.00,0.00
"t4255",0.00,11170.00,11799.94,699.66,0.00,0.00
"t4256",0.00,11170.00,12644.54,699.66,0.00,0.00
"t4257",0.00,11170.00,13729.14,699.66,0.00,0.00
"t4258",0.00,11170.00,15409.54,699.66,0.00,0.00
"t4259",0.00,11170.00,17405.34,699.66,0.00,0.00
"t4260",0.00,11170.00,19327.74,699.66,0.00,0.00
"t4261",626.74,11170.00,19800.00,699.66,0.00,0.00
"t4262",1635.64,11170.00,19800.00,699.66,0.00,0.00
"t4263",1438.54,11170.00,19800.00,699.66,0.00,0.00
"t4264",609.44,11170.00,19800.00,699.66,0.00,0.00
"t4265",0.00,11170.00,19509.44,699.66,0.00,0.00
"t4266",0.00,11170.00,18716.44,699.66,0.00,0.00
"t4267",0.00,11170.00,17433.64,699.66,0.00,0.00
"t4268",0.00,11170.00,16306.44,699.66,0.00,0.00
"t4269",0.00,11170.00,15827.64,699.66,0.00,0.00
"t4270",0.00,11170.00,14219.54,699.66,0.00,0.00
"t4271",0.00,11170.00,12492.04,699.66,0.00,0.00
"t4272",0.00,11170.00,11503.44,699.66,0.00,0.00
"t4273",0.00,11170.00,10122.54,699.66,0.00,0.00
"t4274",0.00,11170.00,8930.34,699.66,0.00,0.00
"t4275",0.00,11170.00,8346.74,699.66,0.00,0.00
"t4276",0.00,11170.00,8136.54,699.66,0.00,0.00
"t4277",0.00,11170.00,8911.34,699.66,0.00,0.00
"t4278",0.00,11170.00,9941.74,699.66,0.00,0.00
"t4279",0.00,11170.00,11520.74,699.66,0.00,0.00
"t4280",0.00,11170.00,13149.34,699.66,0.00,0.00
"t4281",0.00,11170.00,15062.74,699.66,0.00,0.00
"t4282",0.00,11170.00,16991.74,699.66,0.00,0.00
"t4283",0.00,11170.00,19306.14,699.66,0.00,0.00
"t4284",919.34,11170.00,19800.00,699.66,0.00,0.00
"t4285",926.84,11170.00,19800.00,699.66,0.00,0.00
"t4286",817.94,11170.00,19800.00,699.66,0.00,0.00
"t4287",630.44,11170.00,19800.00,699.66,0.00,0.00
"t4288",166.64,11170.00,19800.00,699.66,0.00,0.00
"t4289",0.00,11170.00,19176.34,699.66,0.00,0.00
"t4290",0.00,11170.00,18079.24,699.66,0.00,0.00
"t4291",0.00,11170.00,16859.74,699.66,0.00,0.00
"t4292",0.00,11170.00,16219.34,699.66,0.00,0.00
"t4293",0.00,11170.00,15964.94,699.66,0.00,0.00
"t4294",0.00,11170.00,14414.34,699.66,0.00,0.00
"t4295",0.00,11170.00,12732.34,699.66,0.00,0.00
"t4296",0.00,11170.00,11578.44,699.66,0.00,0.00
"t4297",0.00,11170.00,10129.44,699.66,0.00,0.00
"t4298",0.00,11170.00,8859.94,699.66,0.00,0.00
"t4299",0.00,11170.00,8434.14,699.66,0.00,0.00
"t4300",0.00,11170.00,8665.74,699.66,0.00,0.00
"t4301",0.00,11170.00,9474.94,699.66,0.00,0.00
"t4302",0.00,11170.00,10733.14,699.66,0.00,0.00
"t4303",0.00,11170.00,12390.54,699.66,0.00,0.00
"t4304",0.00,11170.00,14564.74,699.66,0.00,0.00
"t4305",0.00,11170.00,16863.34,699.66,0.00,0.00
"t4306",0.00,11170.00,19461.74,699.66,0.00,0.00
"t4307",2068.44,11170.00,19800.00,699.66,0.00,0.00
"t4308",3584.34,11170.00,19800.00,699.66,0.00,0.00
"t4309",3443.94,11170.00,19800.00,699.66,0.00,0.00
"t4310",3024.34,11170.00,19800.00,699.66,0.00,0.00
"t4311",2551.74,11170.00,19800.00,699.66,0.00,0.00
"t4312",2207.44,11170.00,19800.00,699.66,0.00,0.00
"t4313",1618.14,11170.00,19800.00,699.66,0.00,0.00
"t4314",895.44,11170.00,19800.00,699.66,0.00,0.00
"t4315",0.00,11170.00,19576.54,699.66,0.00,0.00
"t4316",0.00,11170.00,18527.24,699.66,0.00,0.00
"t4317",0.00,11170.00,18157.24,699.66,0.00,0.00
"t4318",0.00,11170.00,16921.44,699.66,0.00,0.00
"t4319",0.00,11170.00,15432.44,699.66,0.00,0.00
"t4320",0.00,11170.00,13898.14,699.66,0.00,0.00
"t4321",0.00,11170.00,12376.64,699.66,0.00,0.00
"t4322",0.00,11170.00,10807.54,699.66,0.00,0.00
"t4323",0.00,11170.00,9697.94,699.66,0.00,0.00
"t4324",0.00,11170.00,9134.14,699.66,0.00,0.00
"t4325",0.00,11170.00,8974.14,699.66,0.00,0.00
"t4326",0.00,11170.00,8926.74,699.66,0.00,0.00
"t4327",0.00,11170.00,10155.34,699.66,0.00,0.00
"t4328",0.00,11170.00,12754.14,699.66,0.00,0.00
"t4329",0.00,11170.00,15644.14,699.66,0.00,0.00
"t4330",0.00,11170.00,18546.74,699.66,0.00,0.00
"t4331",1333.64,11170.00,19800.00,699.66,0.00,0.00
"t4332",2798.44,11170.00,19800.00,699.66,0.00,0.00
"t4333",2412.44,11170.00,19800.00,699.66,0.00,0.00
"t4334",1831.84,11170.00,19800.00,699.66,0.00,0.00
"t4335",1306.84,11170.00,19800.00,699.66,0.00,0.00
"t4336",957.64,11170.00,19800.00,699.66,0.00,0.00
"t4337",457.34,11170.00,19800.00,699.66,0.00,0.00
"t4338",0.00,11170.00,19322.14,699.66,0.00,0.00
"t4339",0.00,11170.00,18136.44,699.66,0.00,0.00
"t4340",0.00,11170.00,17131.74,699.66,0.00,0.00
"t4341",0.00,11170.00,17086.94,699.66,0.00,0.00
"t4342",0.00,11170.00,16097.14,699.66,0.00,0.00
"t4343",0.00,11170.00,14910.74,699.66,0.00,0.00
"t4344",0.00,11170.00,13495.44,699.66,0.00,0.00
"t4345",0.00,11170.00,11611.17,618.23,0.00,0.00
"t4346",0.00,11170.00,9247.37,618.23,0.00,0.00
"t4347",0.00,11170.00,7856.57,618.23,0.00,0.00
"t4348",0.00,11170.00,7651.57,618.23,0.00,0.00
"t4349",0.00,11170.00,7737.17,618.23,0.00,0.00
"t4350",0.00,11170.00,8015.77,618.23,0.00,0.00
"t4351",0.00,11170.00,9565.57,618.23,0.00,0.00
"t4352",0.00,11170.00,12323.17,618.23,0.00,0.00
"t4353",0.00,11170.00,15004.17,618.23,0.00,0.00
"t4354",0.00,11170.00,17656.37,618.23,0.00,0.00
"t4355",338.47,11170.00,19800.00,618.23,0.00,0.00
"t4356",1727.07,11170.00,19800.00,618.23,0.00,0.00
"t4357",1840.27,11170.00,19800.00,618.23,0.00,0.00
"t4358",1635.87,11170.00,19800.00,618.23,0.00,0.00
"t4359",1251.97,11170.00,19800.00,618.23,0.00,0.00
"t4360",1037.07,11170.00,19800.00,618.23,0.00,0.00
"t4361",768.97,11170.00,19800.00,618.23,0.00,0.00
"t4362",0.00,11170.00,19454.97,618.23,0.00,0.00
"t4363",0.00,11170.00,18236.57,618.23,0.00,0.00
"t4364",0.00,11170.00,17314.97,618.23,0.00,0.00
"t4365",0.00,11170.00,17259.87,618.23,0.00,0.00
"t4366",0.00,11170.00,16269.47,618.23,0.00,0.00
"t4367",0.00,11170.00,14787.97,618.23,0.00,0.00
"t4368",0.00,11170.00,13061.57,618.23,0.00,0.00
"t4369",0.00,11170.00,10785.17,618.23,0.00,0.00
"t4370",0.00,11170.00,8699.57,618.23,0.00,0.00
"t4371",0.00,11170.00,8041.97,618.23,0.00,0.00
"t4372",0.00,11170.00,8284.57,618.23,0.00,0.00
"t4373",0.00,11170.00,9507.97,618.23,0.00,0.00
"t4374",0.00,11170.00,10603.17,618.23,0.00,0.00
"t4375",0.00,11170.00,12458.77,618.23,0.00,0.00
"t4376",0.00,11170.00,14687.37,618.23,0.00,0.00
"t4377",0.00,11170.00,17158.77,618.23,0.00,0.00
"t4378",0.00,11170.00,19685.57,618.23,0.00,0.00
"t4379",2433.27,11170.00,19800.00,618.23,0.00,0.00
"t4380",3276.97,11170.00,19800.00,618.23,0.00,0.00
"t4381",3267.27,11170.00,19800.00,618.23,0.00,0.00
"t4382",3099.87,11170.00,19800.00,618.23,0.00,0.00
"t4383",2496.57,11170.00,19800.00,618.23,0.00,0.00
"t4384",1922.97,11170.00,19800.00,618.23,0.00,0.00
"t4385",1160.67,11170.00,19800.00,618.23,0.00,0.00
"t4386",291.27,11170.00,19800.00,618.23,0.00,0.00
"t4387",0.00,11170.00,19071.27,618.23,0.00,0.00
"t4388",0.00,11170.00,17962.77,618.23,0.00,0.00
"t4389",0.00,11170.00,17317.67,618.23,0.00,0.00
"t4390",0.00,11170.00,15547.47,618.23,0.00,0.00
"t4391",0.00,11170.00,13829.97,618.23,0.00,0.00
"t4392",0.00,11170.00,12203.67,618.23,0.00,0.00
"t4393",0.00,11170.00,9937.07,618.23,0.00,0.00
"t4394",0.00,11170.00,8756.57,618.23,0.00,0.00
"t4395",0.00,11170.00,8507.37,618.23,0.00,0.00
"t4396",0.00,11170.00,8659.97,618.23,0.00,0.00
"t4397",0.00,11170.00,9516.37,618.23,0.00,0.00
"t4398",0.00,11170.00,10773.77,618.23,0.00,0.00
"t4399",0.00,11170.00,12840.77,618.23,0.00,0.00
"t4400",0.00,11170.00,15240.97,618.23,0.00,0.00
"t4401",0.00,11170.00,18248.17,618.23,0.00,0.00
"t4402",1229.37,11170.00,19800.00,618.23,0.00,0.00
"t4403",3901.47,11170.00,19800.00,618.23,0.00,0.00
"t4404",5456.07,11170.00,19800.00,618.23,0.00,0.00
"t4405",5365.17,11170.00,19800.00,618.23,0.00,0.00
"t4406",4925.17,11170.00,19800.00,618.23,0.00,0.00
"t4407",4146.47,11170.00,19800.00,618.23,0.00,0.00
"t4408",3957.77,11170.00,19800.00,618.23,0.00,0.00
"t4409",3544.27,11170.00,19800.00,618.23,0.00,0.00
"t4410",2937.37,11170.00,19800.00,618.23,0.00,0.00
"t4411",1563.17,11170.00,19800.00,618.23,0.00,0.00
"t4412",0.00,11170.00,19494.57,618.23,0.00,0.00
"t4413",0.00,11170.00,18233.77,618.23,0.00,0.00
"t4414",0.00,11170.00,16736.07,618.23,0.00,0.00
"t4415",0.00,11170.00,15522.87,618.23,0.00,0.00
"t4416",0.00,11170.00,13800.07,618.23,0.00,0.00
"t4417",0.00,11170.00,11319.17,618.23,0.00,0.00
"t4418",0.00,11170.00,9244.77,618.23,0.00,0.00
"t4419",0.00,11170.00,8155.17,618.23,0.00,0.00
"t4420",0.00,11170.00,7764.37,618.23,0.00,0.00
"t4421",0.00,11170.00,7518.77,618.23,0.00,0.00
"t4422",0.00,11170.00,7208.77,618.23,0.00,0.00
"t4423",0.00,11170.00,7813.17,618.23,0.00,0.00
"t4424",0.00,11170.00,9808.77,618.23,0.00,0.00
"t4425",0.00,11170.00,12777.57,618.23,0.00,0.00
"t4426",0.00,11170.00,15842.37,618.23,0.00,0.00
"t4427",0.00,11170.00,18250.07,618.23,0.00,0.00
"t4428",0.00,11170.00,19417.97,618.23,0.00,0.00
"t4429",0.00,11170.00,18417.77,618.23,0.00,0.00
"t4430",0.00,11170.00,18169.97,618.23,0.00,0.00
"t4431",0.00,11170.00,18665.77,618.23,0.00,0.00
"t4432",0.00,11170.00,18809.07,618.23,0.00,0.00
"t4433",0.00,11170.00,18880.37,618.23,0.00,0.00
"t4434",0.00,11170.00,18392.37,618.23,0.00,0.00
"t4435",0.00,11170.00,17329.47,618.23,0.00,0.00
"t4436",0.00,11170.00,16185.87,618.23,0.00,0.00
"t4437",0.00,11170.00,15712.27,618.23,0.00,0.00
"t4438",0.00,11170.00,15148.77,618.23,0.00,0.00
"t4439",0.00,11170.00,13633.67,618.23,0.00,0.00
"t4440",0.00,11170.00,12272.67,618.23,0.00,0.00
"t4441",0.00,11170.00,9933.17,618.23,0.00,0.00
"t4442",0.00,11170.00,7247.97,618.23,0.00,0.00
"t4443",0.00,11170.00,6278.57,618.23,0.00,0.00
"t4444",0.00,11170.00,6255.37,618.23,0.00,0.00
"t4445",0.00,11170.00,7190.37,618.23,0.00,0.00
"t4446",0.00,11170.00,8187.37,618.23,0.00,0.00
"t4447",0.00,11170.00,10328.57,618.23,0.00,0.00
"t4448",0.00,11170.00,12720.77,618.23,0.00,0.00
"t4449",0.00,11170.00,15170.77,618.23,0.00,0.00
"t4450",0.00,11170.00,17712.57,618.23,0.00,0.00
"t4451",166.17,11170.00,19800.00,618.23,0.00,0.00
"t4452",2049.27,11170.00,19800.00,618.23,0.00,0.00
"t4453",112.27,11170.00,19800.00,618.23,0.00,0.00
"t4454",834.07,11170.00,19800.00,618.23,0.00,0.00
"t4455",1328.57,11170.00,19800.00,618.23,0.00,0.00
"t4456",1346.07,11170.00,19800.00,618.23,0.00,0.00
"t4457",933.07,11170.00,19800.00,618.23,0.00,0.00
"t4458",79.17,11170.00,19800.00,618.23,0.00,0.00
"t4459",0.00,11170.00,18629.77,618.23,0.00,0.00
"t4460",0.00,11170.00,17987.47,618.23,0.00,0.00
"t4461",0.00,11170.00,17366.47,618.23,0.00,0.00
"t4462",0.00,11170.00,16245.87,618.23,0.00,0.00
"t4463",0.00,11170.00,14756.27,618.23,0.00,0.00
"t4464",0.00,11170.00,13401.27,618.23,0.00,0.00
"t4465",0.00,11170.00,11555.57,618.23,0.00,0.00
"t4466",0.00,11170.00,9127.57,618.23,0.00,0.00
"t4467",0.00,11170.00,7744.57,618.23,0.00,0.00
"t4468",0.00,11170.00,7588.17,618.23,0.00,0.00
"t4469",0.00,11170.00,8410.37,618.23,0.00,0.00
"t4470",0.00,11170.00,9474.17,618.23,0.00,0.00
"t4471",0.00,11170.00,11488.17,618.23,0.00,0.00
"t4472",0.00,11170.00,14221.77,618.23,0.00,0.00
"t4473",0.00,11170.00,17261.17,618.23,0.00,0.00
"t4474",406.37,11170.00,19800.00,618.23,0.00,0.00
"t4475",2817.37,11170.00,19800.00,618.23,0.00,0.00
"t4476",4269.57,11170.00,19800.00,618.23,0.00,0.00
"t4477",4464.67,11170.00,19800.00,618.23,0.00,0.00
"t4478",4196.57,11170.00,19800.00,618.23,0.00,0.00
"t4479",2779.17,11170.00,19800.00,618.23,0.00,0.00
"t4480",856.17,11170.00,19800.00,618.23,0.00,0.00
"t4481",0.00,11170.00,18927.77,618.23,0.00,0.00
"t4482",0.00,11170.00,17424.07,618.23,0.00,0.00
"t4483",0.00,11170.00,15593.77,618.23,0.00,0.00
"t4484",0.00,11170.00,14739.17,618.23,0.00,0.00
"t4485",0.00,11170.00,14169.07,618.23,0.00,0.00
"t4486",0.00,11170.00,12972.67,618.23,0.00,0.00
"t4487",0.00,11170.00,11540.67,618.23,0.00,0.00
"t4488",0.00,11170.00,10000.47,618.23,0.00,0.00
"t4489",0.00,11170.00,7870.17,618.23,0.00,0.00
"t4490",0.00,11170.00,6469.17,618.23,0.00,0.00
"t4491",0.00,11170.00,5822.17,618.23,0.00,0.00
"t4492",0.00,11170.00,5564.37,618.23,0.00,0.00
"t4493",0.00,11170.00,6275.17,618.23,0.00,0.00
"t4494",0.00,11170.00,6921.97,618.23,0.00,0.00
"t4495",0.00,11170.00,7876.57,618.23,0.00,0.00
"t4496",0.00,11170.00,9984.37,618.23,0.00,0.00
"t4497",0.00,11170.00,11734.17,618.23,0.00,0.00
"t4498",0.00,11170.00,13076.37,618.23,0.00,0.00
"t4499",0.00,11170.00,14073.77,618.23,0.00,0.00
"t4500",0.00,11170.00,14578.07,618.23,0.00,0.00
"t4501",0.00,11170.00,13447.87,618.23,0.00,0.00
"t4502",0.00,11170.00,12840.77,618.23,0.00,0.00
"t4503",0.00,11170.00,12362.47,618.23,0.00,0.00
"t4504",0.00,11170.00,12005.57,618.23,0.00,0.00
"t4505",0.00,11170.00,11155.87,618.23,0.00,0.00
"t4506",0.00,11170.00,10018.37,618.23,0.00,0.00
"t4507",0.00,11170.00,8858.47,618.23,0.00,0.00
"t4508",0.00,11170.00,8286.97,618.23,0.00,0.00
"t4509",0.00,11170.00,8273.07,618.23,0.00,0.00
"t4510",0.00,11170.00,7544.17,618.23,0.00,0.00
"t4511",0.00,11170.00,6685.57,618.23,0.00,0.00
"t4512",0.00,11170.00,5761.57,618.23,0.00,0.00
"t4513",0.00,11170.00,4428.97,618.23,0.00,0.00
"t4514",0.00,11170.00,3603.37,618.23,0.00,0.00
"t4515",0.00,11170.00,3278.97,618.23,0.00,0.00
"t4516",0.00,11170.00,3208.37,618.23,0.00,0.00
"t4517",0.00,11170.00,3479.77,618.23,0.00,0.00
"t4518",0.00,11170.00,3604.77,618.23,0.00,0.00
"t4519",0.00,11170.00,4608.17,618.23,0.00,0.00
"t4520",0.00,11170.00,6470.17,618.23,0.00,0.00
"t4521",0.00,11170.00,8006.37,618.23,0.00,0.00
"t4522",0.00,11170.00,8874.57,618.23,0.00,0.00
"t4523",0.00,11170.00,10584.37,618.23,0.00,0.00
"t4524",0.00,11170.00,11527.47,618.23,0.00,0.00
"t4525",0.00,11170.00,10633.17,618.23,0.00,0.00
"t4526",0.00,11170.00,10273.27,618.23,0.00,0.00
"t4527",0.00,11170.00,10042.97,618.23,0.00,0.00
"t4528",0.00,11170.00,9479.37,618.23,0.00,0.00
"t4529",0.00,11170.00,9176.37,618.23,0.00,0.00
"t4530",0.00,11170.00,8533.17,618.23,0.00,0.00
"t4531",0.00,11170.00,7635.97,618.23,0.00,0.00
"t4532",0.00,11170.00,6782.17,618.23,0.00,0.00
"t4533",0.00,11170.00,6897.97,618.23,0.00,0.00
"t4534",0.00,11170.00,6015.27,618.23,0.00,0.00
"t4535",0.00,11170.00,5351.47,618.23,0.00,0.00
"t4536",0.00,11170.00,5469.77,618.23,0.00,0.00
"t4537",0.00,11170.00,3929.77,618.23,0.00,0.00
"t4538",0.00,11170.00,2943.37,618.23,0.00,0.00
"t4539",0.00,11170.00,3078.97,618.23,0.00,0.00
"t4540",0.00,11170.00,3696.97,618.23,0.00,0.00
"t4541",0.00,11170.00,4883.37,618.23,0.00,0.00
"t4542",0.00,11170.00,6274.17,618.23,0.00,0.00
"t4543",0.00,11170.00,7923.97,618.23,0.00,0.00
"t4544",0.00,11170.00,9784.17,618.23,0.00,0.00
"t4545",0.00,11170.00,11868.37,618.23,0.00,0.00
"t4546",0.00,11170.00,13789.37,618.23,0.00,0.00
"t4547",0.00,11170.00,15570.17,618.23,0.00,0.00
"t4548",0.00,11170.00,16793.87,618.23,0.00,0.00
"t4549",0.00,11170.00,17122.67,618.23,0.00,0.00
"t4550",0.00,11170.00,16713.67,618.23,0.00,0.00
"t4551",0.00,11170.00,16231.47,618.23,0.00,0.00
"t4552",0.00,11170.00,16510.77,618.23,0.00,0.00
"t4553",0.00,11170.00,16557.37,618.23,0.00,0.00
"t4554",0.00,11170.00,16078.57,618.23,0.00,0.00
"t4555",0.00,11170.00,14845.67,618.23,0.00,0.00
"t4556",0.00,11170.00,13211.27,618.23,0.00,0.00
"t4557",0.00,11170.00,12702.37,618.23,0.00,0.00
"t4558",0.00,11170.00,11163.97,618.23,0.00,0.00
"t4559",0.00,11170.00,10314.47,618.23,0.00,0.00
"t4560",0.00,11170.00,9288.37,618.23,0.00,0.00
"t4561",0.00,11170.00,8398.57,618.23,0.00,0.00
"t4562",0.00,11170.00,7645.17,618.23,0.00,0.00
"t4563",0.00,11170.00,7326.77,618.23,0.00,0.00
"t4564",0.00,11170.00,7266.57,618.23,0.00,0.00
"t4565",0.00,11170.00,7847.17,618.23,0.00,0.00
"t4566",0.00,11170.00,8786.97,618.23,0.00,0.00
"t4567",0.00,11170.00,10257.37,618.23,0.00,0.00
"t4568",0.00,11170.00,11937.97,618.23,0.00,0.00
"t4569",0.00,11170.00,14084.37,618.23,0.00,0.00
"t4570",0.00,11170.00,16361.57,618.23,0.00,0.00
"t4571",0.00,11170.00,18798.67,618.23,0.00,0.00
"t4572",424.97,11170.00,19800.00,618.23,0.00,0.00
"t4573",1360.27,11170.00,19800.00,618.23,0.00,0.00
"t4574",2131.87,11170.00,19800.00,618.23,0.00,0.00
"t4575",2395.47,11170.00,19800.00,618.23,0.00,0.00
"t4576",2778.37,11170.00,19800.00,618.23,0.00,0.00
"t4577",3028.17,11170.00,19800.00,618.23,0.00,0.00
"t4578",3099.97,11170.00,19800.00,618.23,0.00,0.00
"t4579",2031.87,11170.00,19800.00,618.23,0.00,0.00
"t4580",884.67,11170.00,19800.00,618.23,0.00,0.00
"t4581",0.00,11170.00,19691.27,618.23,0.00,0.00
"t4582",0.00,11170.00,17491.27,618.23,0.00,0.00
"t4583",0.00,11170.00,14887.47,618.23,0.00,0.00
"t4584",0.00,11170.00,13215.97,618.23,0.00,0.00
"t4585",0.00,11170.00,11549.77,618.23,0.00,0.00
"t4586",0.00,11170.00,10286.57,618.23,0.00,0.00
"t4587",0.00,11170.00,9223.97,618.23,0.00,0.00
"t4588",0.00,11170.00,9203.37,618.23,0.00,0.00
"t4589",0.00,11170.00,10016.57,618.23,0.00,0.00
"t4590",0.00,11170.00,11273.57,618.23,0.00,0.00
"t4591",0.00,11170.00,12893.77,618.23,0.00,0.00
"t4592",0.00,11170.00,14816.77,618.23,0.00,0.00
"t4593",0.00,11170.00,17202.17,618.23,0.00,0.00
"t4594",227.57,11170.00,19800.00,618.23,0.00,0.00
"t4595",2648.07,11170.00,19800.00,618.23,0.00,0.00
"t4596",4588.07,11170.00,19800.00,618.23,0.00,0.00
"t4597",5306.77,11170.00,19800.00,618.23,0.00,0.00
"t4598",5361.47,11170.00,19800.00,618.23,0.00,0.00
"t4599",5262.27,11170.00,19800.00,618.23,0.00,0.00
"t4600",5398.77,11170.00,19800.00,618.23,0.00,0.00
"t4601",5569.87,11170.00,19800.00,618.23,0.00,0.00
"t4602",5506.57,11170.00,19800.00,618.23,0.00,0.00
"t4603",4640.77,11170.00,19800.00,618.23,0.00,0.00
"t4604",4129.27,11170.00,19800.00,618.23,0.00,0.00
"t4605",3081.27,11170.00,19800.00,618.23,0.00,0.00
"t4606",595.57,11170.00,19800.00,618.23,0.00,0.00
"t4607",0.00,11170.00,17803.87,618.23,0.00,0.00
"t4608",0.00,11170.00,15488.37,618.23,0.00,0.00
"t4609",0.00,11170.00,13141.97,618.23,0.00,0.00
"t4610",0.00,11170.00,11644.17,618.23,0.00,0.00
"t4611",0.00,11170.00,11025.17,618.23,0.00,0.00
"t4612",0.00,11170.00,11059.77,618.23,0.00,0.00
"t4613",0.00,11170.00,11915.97,618.23,0.00,0.00
"t4614",0.00,11170.00,13269.57,618.23,0.00,0.00
"t4615",0.00,11170.00,14902.77,618.23,0.00,0.00
"t4616",0.00,11170.00,16598.77,618.23,0.00,0.00
"t4617",0.00,11170.00,18521.57,618.23,0.00,0.00
"t4618",1114.77,11170.00,19800.00,618.23,0.00,0.00
"t4619",3210.67,11170.00,19800.00,618.23,0.00,0.00
"t4620",4621.77,11170.00,19800.00,618.23,0.00,0.00
"t4621",4795.57,11170.00,19800.00,618.23,0.00,0.00
"t4622",4221.87,11170.00,19800.00,618.23,0.00,0.00
"t4623",3337.07,11170.00,19800.00,618.23,0.00,0.00
"t4624",2362.47,11170.00,19800.00,618.23,0.00,0.00
"t4625",1425.97,11170.00,19800.00,618.23,0.00,0.00
"t4626",494.07,11170.00,19800.00,618.23,0.00,0.00
"t4627",0.00,11170.00,18840.47,618.23,0.00,0.00
"t4628",0.00,11170.00,17828.87,618.23,0.00,0.00
"t4629",0.00,11170.00,17339.07,618.23,0.00,0.00
"t4630",0.00,11170.00,15972.07,618.23,0.00,0.00
"t4631",0.00,11170.00,14442.67,618.23,0.00,0.00
"t4632",0.00,11170.00,13148.97,618.23,0.00,0.00
"t4633",0.00,11170.00,11389.57,618.23,0.00,0.00
"t4634",0.00,11170.00,9789.77,618.23,0.00,0.00
"t4635",0.00,11170.00,8881.97,618.23,0.00,0.00
"t4636",0.00,11170.00,8609.37,618.23,0.00,0.00
"t4637",0.00,11170.00,9887.97,618.23,0.00,0.00
"t4638",0.00,11170.00,11418.17,618.23,0.00,0.00
"t4639",0.00,11170.00,12805.97,618.23,0.00,0.00
"t4640",0.00,11170.00,14009.17,618.23,0.00,0.00
"t4641",0.00,11170.00,15358.17,618.23,0.00,0.00
"t4642",0.00,11170.00,17332.17,618.23,0.00,0.00
"t4643",0.00,11170.00,19226.67,618.23,0.00,0.00
"t4644",1181.27,11170.00,19800.00,618.23,0.00,0.00
"t4645",1054.27,11170.00,19800.00,618.23,0.00,0.00
"t4646",612.47,11170.00,19800.00,618.23,0.00,0.00
"t4647",132.27,11170.00,19800.00,618.23,0.00,0.00
"t4648",0.00,11170.00,19207.27,618.23,0.00,0.00
"t4649",0.00,11170.00,18474.47,618.23,0.00,0.00
"t4650",0.00,11170.00,17424.87,618.23,0.00,0.00
"t4651",0.00,11170.00,16149.77,618.23,0.00,0.00
"t4652",0.00,11170.00,15289.87,618.23,0.00,0.00
"t4653",0.00,11170.00,15357.87,618.23,0.00,0.00
"t4654",0.00,11170.00,14272.27,618.23,0.00,0.00
"t4655",0.00,11170.00,12890.67,618.23,0.00,0.00
"t4656",0.00,11170.00,11497.57,618.23,0.00,0.00
"t4657",0.00,11170.00,9490.37,618.23,0.00,0.00
"t4658",0.00,11170.00,7876.17,618.23,0.00,0.00
"t4659",0.00,11170.00,7231.37,618.23,0.00,0.00
"t4660",0.00,11170.00,7086.97,618.23,0.00,0.00
"t4661",0.00,11170.00,7544.37,618.23,0.00,0.00
"t4662",0.00,11170.00,7836.17,618.23,0.00,0.00
